0.0,0.241896986,-0.232316911,9.129815101,-0.067947931,-0.003464012,-0.028777947
22.0,0.215551763,-0.232316911,9.132209777,-0.065816231,0.034906584,0.028245022
43.0,0.304167479,-0.227526858,9.134604454,-0.07514242,-0.012523736,-0.040502294
64.0,0.296982437,-0.208366706,9.057964324,-0.109782539,-0.002131699,-0.013323123
86.0,0.294587403,-0.129331067,9.019643783,-0.069813169,0.019718224,0.011990811
106.0,0.292192399,-0.172441408,9.093889236,0.03117611,-0.001865237,0.012523736
128.0,0.244292005,-0.150886237,9.113049507,-0.01625421,0.004529862,-0.006928024
149.0,0.299377441,-0.114960938,9.084309577,0.0,-0.000266462,-0.035972435
170.0,0.258662134,-0.119750984,9.038804054,-0.080738127,0.002931087,0.003730474
191.0,0.289797365,-0.155676275,9.172924995,-0.057289432,0.02051761,-0.015721285
213.0,0.217946782,-0.172441408,9.160949707,-0.094860643,0.017586523,-0.058888208
234.0,0.213156744,-0.174836426,9.045989036,-0.07194487,-0.006928024,-0.03970291
256.0,0.246687024,-0.205971688,9.04119873,-0.059421133,0.015188361,-0.044499233
276.0,0.270637214,-0.174836426,9.093889236,-0.008793261,0.014655436,0.003197549
298.0,0.241896986,-0.179626479,9.13939476,-0.020251147,0.003197549,-0.03011026
320.0,0.280217289,-0.160466313,9.180109977,0.007993874,-0.006395099,-0.060486983
340.0,0.349672853,-0.114960938,9.072334289,0.010392036,-0.02051761,-0.018385911
361.0,0.285007327,-0.172441408,9.053174018,-0.05702297,0.003464012,-0.008526799
382.0,0.246687024,-0.155676275,9.084309577,-0.017852986,0.002131699,-0.027179172
403.0,0.277822285,-0.184416517,9.103469848,-0.100722819,-0.003464012,0.011191423
425.0,0.275427252,-0.179626479,9.098679542,-0.07514242,0.016787135,-0.017586523
446.0,0.265847176,-0.14370118,9.189690589,-0.077274121,-0.002664624,-0.073277182
467.0,0.270637214,-0.136516124,9.223220825,-0.018119448,0.009326186,-0.013056661
489.0,0.258662134,-0.158071294,9.127419471,-0.053558956,0.008260336,-0.020251147
510.0,0.313747584,-0.158071294,9.055569648,0.027712097,-0.004263399,-0.051160797
531.0,0.237106949,-0.189206555,9.127419471,-0.054358344,-0.003730474,-0.046098008
553.0,0.253872066,-0.174836426,9.115445137,-0.010125573,0.002398162,-0.028777947
