0.0,-0.00483793,0.005939655,9.825185775,-0.001273684,0.000687473,-8.2602e-05
21.0,-0.003640428,0.004742145,9.828778266,-0.001140452,0.000687473,-8.2602e-05
42.0,-0.002442911,0.004742145,9.831172943,-0.001273684,0.000687473,-8.2602e-05
63.0,-0.002442911,0.003544636,9.829975128,-0.001273684,0.000687473,-8.2602e-05
83.0,-0.001245394,0.003544636,9.829975128,-0.001273684,0.000687473,5.0628e-05
102.0,-0.002442911,0.003544636,9.829975128,-0.001140452,0.000687473,5.0628e-05
123.0,-0.002442911,0.003544636,9.829975128,-0.001140452,0.000687473,5.0628e-05
142.0,-0.003640428,0.003544636,9.829975128,-0.001007221,0.000687473,-8.2602e-05
163.0,-0.003640428,0.003544636,9.828778266,-0.001007221,0.000687473,-8.2602e-05
183.0,-0.00483793,0.002347126,9.828778266,-0.001007221,0.000687473,-8.2602e-05
204.0,-0.006035447,0.002347126,9.827580451,-0.001140452,0.000687473,5.0628e-05
225.0,-0.006035447,0.001149617,9.826382637,-0.001140452,0.000687473,5.0628e-05
244.0,-0.007232949,0.002347126,9.822790145,-0.001140452,0.000687473,-8.2602e-05
264.0,-0.007232949,0.003544636,9.820395469,-0.001140452,0.000687473,-8.2602e-05
285.0,-0.007232949,0.002347126,9.820395469,-0.001140452,0.000687473,-8.2602e-05
306.0,-0.007232949,0.002347126,9.821593284,-0.001140452,0.000687473,-8.2602e-05
325.0,-0.007232949,0.002347126,9.822790145,-0.001140452,0.000687473,5.0628e-05
345.0,-0.008430466,0.002347126,9.82398796,-0.001273684,0.000687473,0.000183859
366.0,-0.008430466,0.003544636,9.822790145,-0.001140452,0.000687473,5.0628e-05
387.0,-0.008430466,0.002347126,9.822790145,-0.001140452,0.000554241,5.0628e-05
408.0,-0.008430466,0.002347126,9.822790145,-0.001273684,0.000554241,5.0628e-05
429.0,-0.007232949,0.003544636,9.821593284,-0.001273684,0.000554241,5.0628e-05
449.0,-0.007232949,0.003544636,9.820395469,-0.001140452,0.000687473,5.0628e-05
469.0,-0.006035447,0.003544636,9.821593284,-0.001007221,0.000687473,5.0628e-05
490.0,-0.007232949,0.003544636,9.820395469,-0.001007221,0.000687473,5.0628e-05
509.0,-0.007232949,0.003544636,9.819197654,-0.001140452,0.000687473,5.0628e-05
529.0,-0.006035447,0.004742145,9.819197654,-0.001140452,0.000820704,5.0628e-05
550.0,-0.00483793,0.004742145,9.819197654,-0.001007221,0.000820704,5.0628e-05
571.0,-0.00483793,0.004742145,9.818000793,-0.001007221,0.000820704,5.0628e-05
590.0,-0.00483793,0.004742145,9.816802978,-0.00087399,0.000820704,5.0628e-05
610.0,-0.00483793,0.003544636,9.815605163,-0.00087399,0.000820704,5.0628e-05
631.0,-0.00483793,0.003544636,9.815605163,-0.000740759,0.000820704,5.0628e-05
652.0,-0.00483793,0.003544636,9.815605163,-0.000740759,0.000820704,5.0628e-05
673.0,-0.00483793,0.003544636,9.813210487,-0.000607527,0.000687473,5.0628e-05
692.0,-0.006035447,0.002347126,9.810814857,-0.000607527,0.000687473,-8.2602e-05
712.0,-0.006035447,0.002347126,9.812012672,-0.000740759,0.000687473,-8.2602e-05
733.0,-0.006035447,0.002347126,9.814407348,-0.000740759,0.000820704,-0.000215834
754.0,-0.008430466,0.001149617,9.814407348,-0.000740759,0.000820704,-0.000215834
775.0,-0.008430466,0.001149617,9.815605163,-0.000740759,0.000820704,-0.000215834
795.0,-0.007232949,-4.7892e-05,9.815605163,-0.000740759,0.000687473,-8.2602e-05
816.0,-0.006035447,-4.7892e-05,9.814407348,-0.000607527,0.000687473,-8.2602e-05
837.0,-0.00483793,-4.7892e-05,9.813210487,-0.000740759,0.000554241,-8.2602e-05
858.0,-0.003640428,-4.7892e-05,9.812012672,-0.000740759,0.000554241,-8.2602e-05
877.0,-0.002442911,0.001149617,9.812012672,-0.000740759,0.00042101,-8.2602e-05
897.0,-0.001245394,0.001149617,9.809617996,-0.000607527,0.00042101,-8.2602e-05
917.0,-0.001245394,-0.001245401,9.808420181,-0.000740759,0.00042101,5.0628e-05
937.0,-0.002442911,-0.002442911,9.808420181,-0.00087399,0.00042101,0.000183859
957.0,-0.003640428,-0.00364042,9.807222366,-0.001007221,0.00042101,0.000183859
978.0,-0.003640428,-0.00364042,9.806025505,-0.001140452,0.00042101,0.000183859
999.0,-0.00483793,-0.00364042,9.807222366,-0.001140452,0.00042101,0.000183859
1018.0,-0.00483793,-0.002442911,9.808420181,-0.001140452,0.00042101,0.000183859
1038.0,-0.00483793,-0.002442911,9.808420181,-0.001140452,0.00042101,5.0628e-05
1058.0,-0.00483793,-0.002442911,9.807222366,-0.001273684,0.000554241,5.0628e-05
1078.0,-0.003640428,-0.002442911,9.807222366,-0.001273684,0.000687473,5.0628e-05
1099.0,-0.003640428,-0.001245401,9.807222366,-0.001273684,0.000687473,5.0628e-05
